,kurtosis_targ,skewness_targ,std_targ,corr_targ.nanmean,corr_targ.nansd,best_node_regr.mean,best_node_regr.sd,linear.mean,linear.sd,bayesian_ridge.mean,bayesian_ridge.sd,random_node_regr.mean,random_node_regr.sd,worst_node_regr.mean,worst_node_regr.sd,num_to_cat,nr_attr,nr_bin,nr_cat,nr_inst,nr_num,cor.nanmean,cor.nansd,cov.nanmean,cov.nansd,iq_range.nanmean,iq_range.nansd,kurtosis.nanmean,kurtosis.nansd,max.nanmean,max.nansd,mean.nanmean,mean.nansd,median.nanmean,median.nansd,min.nanmean,min.nansd,nr_outliers,sd.nanmean,sd.nansd,skewness.nanmean,skewness.nansd,var.nanmean,var.nansd,attr_ent.nanmean,attr_ent.nansd,attr_conc.nanmean,attr_conc.nansd,missing.nanmean,missing.nansd
1591,-1.0357500322959772,-0.8990005611558661,0.8571702184683458,-0.0002386950976328646,0.055324507351167916,-0.050442894853532885,0.0616145091764898,0.2986377292513395,0.0635975390131707,0.3001729161890851,0.06250752889777375,-0.04413501784640629,0.0820703579407806,-0.06249228259878479,0.07436266957946654,0.0,126.0,126.0,0.0,67557.0,126.0,0.06401688624108827,0.10034240796850784,0.005509912383148575,0.012080598932155993,0.18253968253968253,0.38783076001356376,179.24996771828873,595.6104713151528,1.0,0.0,0.3333333333333333,0.370737538196507,0.29365079365079366,0.45725197110495325,0.0,0.0,103.0,0.25051269685544064,0.15263123798782524,4.057411186187415,12.888095542021976,0.08586801486683367,0.08168082609209808,0.39898348697724006,0.3342077552512954,0.08787216921115507,0.18611070652391404,0.0,0.0
1593,-1.2905431818391313,-0.526095498274887,0.8123442712151794,0.017174303950959976,0.16068556690023614,0.3362079644144403,0.0048482948011498985,0.51320613288884,0.009926570228654116,0.5133171557339423,0.009980664576610069,0.11213058097842676,0.003975079582507508,0.11593708973762056,0.020559905269519504,0.0,100.0,0.0,0.0,98528.0,100.0,0.0759739085012171,0.13295254250296246,0.00119973782864177,0.0026696278898491427,0.09260108754800968,0.16191161125712342,34.02156931842131,34.839851478131045,0.9897936899960041,0.10206310003995891,-5.821101138614449e-10,0.09669817366448523,-0.027200360086280854,0.048087998401604375,-0.6105713590979576,0.07742495462366941,95.0,0.14780176064485487,0.09612055085811305,3.372629317883538,2.17025460227787,0.030992129144013402,0.04166010969780112,5.472693963588466,0.16742982196742762,0.07016095412366542,0.10069405037770808,0.0,0.0
42559,17.30875275288982,3.3287155540833586,7664.619154464855,0.16680535044475234,0.3415152976786661,0.10902341052437277,0.7137049556911209,0.9630555348527501,0.017929699728688138,0.9630660098555385,0.017918295241773817,-0.25216602372997443,0.8290228862474792,-0.7587589084130185,1.6368292125475756,0.0,11.0,0.0,0.0,163065.0,11.0,0.08897729368529197,0.17671588943970762,3823532.846703822,26558251.51078744,3714.3595081676135,7990.853683640771,20.764627429079887,56.665105957907905,100224.15909090909,278699.31588990503,4748.040179020588,10681.579276272778,3544.753595525568,7403.9417417139975,329.0280872691761,785.9966029183029,3.0,4259.328620402318,10427.184256896093,1.3713895346821219,2.562088473793111,116983854.4122708,369349020.11715525,5.611115113319722,0.3253901483354567,0.05792658113551654,0.14088578727886703,0.0,0.0
42563,6.509812011089439,1.880940746034036,79415.29188606751,0.11080905851713146,0.311104260553293,0.44113295463277336,0.04424979962855235,0.7972610319766119,0.12462431482377942,0.8245367303001687,0.11027745614496351,0.26271428266331937,0.08140942979115824,0.0005150018450532867,0.019782279761887286,0.0,79.0,3.0,0.0,1460.0,79.0,0.09254623242882551,0.11940593008366235,4358.463819445782,57769.34126189436,139.87916666666666,546.4830825526467,61.66111274712364,210.7495247412126,4513.8,27770.241424461576,375.06273972602736,1424.181394322733,342.26666666666665,1299.4873026380496,130.35,455.1954627652102,50.0,235.04099166001762,1287.9871832434196,2.3544894349476335,7.22648997403296,1686506.7355565205,12858373.751315298,1.0608608679769282,1.1873152886798708,0.11422795325611416,0.1883600733953051,0.06038668285070226,0.20851025960992556
42570,7.899894314543644,1.2060958819715526,12.677875011878806,0.003641694895426143,0.13219236467315007,0.3704689050984014,0.057110143092806764,-2091.6871224947517,6243.666662987393,0.5520312788513907,0.08690588710934485,-0.008669212276517424,0.009942988948314184,-0.008099843222455628,0.009521880452001346,0.0,376.0,356.0,0.0,4209.0,376.0,0.06085704021581428,0.11336852834067718,0.010258680352237398,0.1643383172072432,0.3776595744680851,2.0606616027710007,401.90706030366357,962.9267103782348,1.4441489361702127,3.9119737993872348,0.40925663345515945,2.10249072285848,0.39893617021276595,2.3358992983249283,0.0,0.0,309.0,0.32961555518696717,1.144688574783029,11.039134746872431,16.809780183317404,1.4154734752971456,12.80159484428427,0.3385120094732338,0.5104220434980162,0.0830234709771125,0.2155732037686949,0.0,0.0
42623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42635,34.577262255687536,4.023789858140135,367118.7031813723,0.26965350386753395,0.23633654836609935,0.3182803088518936,0.024857159551022755,0.5118349113200178,0.03677478931583966,0.6975673049928779,0.011940447868808112,0.2945667937486888,0.033217647358319904,0.03929686963159942,0.029385002338057915,0.0,20.0,1.0,0.0,21613.0,20.0,0.17591836826679907,0.19177453340230333,88339220095.5416,1143162754802.981,259293733.55800018,1159591289.152005,25.11856319630141,67.98194801081296,495090905.8981298,2213685991.4280787,229021867.81427893,1024184957.2501066,195252873.65458983,873167464.3595877,55071.48184509277,223507.3375919382,14.0,143830940.4933473,643218989.3855671,2.19529312184537,3.6401117450577267,4.1373147433408154e+17,1.8502634016697347e+18,3.258155703495048,1.8089955953041803,0.02481612013249051,0.04653900037316799,0.0,0.0
42688,3924.183023339622,58.95253087871186,16483.95500366266,0.18774714608775692,0.25181201566395917,0.18831669005186238,0.3797637708123635,0.9999981141152212,2.8648810320212085e-06,0.9998695155076094,0.0001311096346273445,0.4313855853231817,0.26578792776084625,0.024983816948555736,0.025503393414514994,0.0,12.0,2.0,0.0,10692.0,12.0,0.1671073868231812,0.22579812848360487,62638.98654351903,279791.374596965,423.375,1007.3296184602499,1677.3554237782992,3225.2347398664356,126898.91666666667,324321.538197528,471.94749968824044,1130.0057716392032,291.1666666666667,762.9116275920505,38.833333333333336,129.52208188942032,10.0,1892.7416827775896,4489.360962484053,20.104247380799944,35.65465072843209,22057302.77490983,69738071.74489829,2.916692468254737,1.4051350785387606,0.05346844068831096,0.07439674481745893,0.0,0.0
42712,1.4164503546887417,1.2773013463494975,181.38238043116908,0.10167323298868718,0.2173488507046095,-0.398795806093887,1.9022912486829384,0.15154166979343145,0.43056132630914573,0.1522497711077472,0.42884552231151535,-0.252174173524738,0.6909480504443682,-0.5814850053638819,1.3924888905596402,0.0,12.0,3.0,0.0,17379.0,12.0,0.08726121597802272,0.1510614218183944,1.889227205008492,8.377667282526444,5.4842831914623575,5.430888470029503,1.5307133206821708,8.917818679290033,16.583074887593586,21.020911629561013,6.840110887028431,8.371330344542972,6.947333325942357,8.543935715226487,0.1516666660706202,0.3562898025109337,3.0,3.3816537982466577,3.473980018626443,0.5037091447491702,1.6629763575435355,22.49840815019385,30.481968091199565,2.8064188950045317,1.6766643006425879,0.038742283057931565,0.12675465274514605,0.0,0.0
42713,1.4164503546887417,1.2773013463494975,181.38238043116908,0.10167323298868718,0.2173488507046095,-0.398795806093887,1.9022912486829384,0.151834957662419,0.4305799190518727,0.15254534636431866,0.42886426807354006,-0.34139181227571835,0.872527283537724,-0.5814850053638819,1.3924888905596402,0.0,12.0,3.0,0.0,17379.0,12.0,0.08726121597802278,0.15106142181839435,1.889227205008492,8.377667282526444,5.4842831914623575,5.430888470029503,1.5307133206821713,8.917818679290033,184.1664082209269,575.9810962374532,174.42344422036174,578.587006118974,174.53066665927568,578.7128137860853,167.73499999940395,580.4780404352001,3.0,3.3816537982466577,3.473980018626443,0.5037091447491252,1.6629763575435508,22.49840815019385,30.481968091199565,2.8064188950045317,1.6766643006425879,0.038742283057931565,0.12675465274514605,0.0,0.0
