,kurtosis_targ,skewness_targ,std_targ,corr_targ.nanmean,corr_targ.nansd,best_node_regr.mean,best_node_regr.sd,linear.mean,linear.sd,bayesian_ridge.mean,bayesian_ridge.sd,random_node_regr.mean,random_node_regr.sd,worst_node_regr.mean,worst_node_regr.sd,num_to_cat,nr_attr,nr_bin,nr_cat,nr_inst,nr_num,cor.nanmean,cor.nansd,cov.nanmean,cov.nansd,iq_range.nanmean,iq_range.nansd,kurtosis.nanmean,kurtosis.nansd,max.nanmean,max.nansd,mean.nanmean,mean.nansd,median.nanmean,median.nansd,min.nanmean,min.nansd,nr_outliers,sd.nanmean,sd.nansd,skewness.nanmean,skewness.nansd,var.nanmean,var.nansd,attr_ent.nanmean,attr_ent.nansd,attr_conc.nanmean,attr_conc.nansd,missing.nanmean,missing.nansd
592,0.2603728839814159,-0.10750519305316504,0.9994998762035393,0.0300899908463352,0.11545857649677313,0.12879814532226966,0.05276331842142689,0.24510506507328475,0.07887346815299444,0.23954920925060214,0.06877014663353677,-0.018750700835125266,0.030510758833970066,-0.023795411809829616,0.026399790639191588,0,25,0,0,1000,25,0.04812379209028372,0.11948615520583937,0.04812379210939003,0.11948615533117374,1.6603776541352273,0.15745528333018297,-0.9760483438527792,0.6078569938790847,1.9767235946655273,0.6366205413686359,-1.7343812942272052e-10,8.324334274310213e-10,-0.024649332830449566,0.08849008182209324,-1.8115442419052123,0.18286972601984353,3,1.0000000000366212,1.3683409191118204e-09,0.10115510145226056,0.321155818347747,1.000000000073242,2.736681870583832e-09,3.1699067665414384,2.59948568812618e-06,0.011694686351817354,0.028396900375804553,0.0,0.0
593,-0.5484406846438818,-0.42580239788439267,0.9994998745991834,0.004574068587186166,0.1949656102017405,0.257279577690032,0.08480665131120933,0.27941079114898676,0.06936712942769412,0.28046443244484853,0.06745037185506556,0.22624266456933015,0.05297333557943229,-0.015298662158209974,0.01632372891992601,0,10,0,0,1000,10,0.05404309496459904,0.14019001813270757,0.054043094867052874,0.14019001776845097,1.7065771341323852,0.08411565992786595,-1.1544023215991168,0.1499331492189181,1.8082259058952332,0.27046609943048616,1.5452096704393626e-10,9.248565581087697e-10,0.01282605241285637,0.024310514036309967,-1.8225178003311158,0.22291880066931996,0,0.9999999994854603,1.1286892783476871e-09,-0.021162255409670004,0.03668288544660073,0.9999999989709204,2.257378549582118e-09,3.169907546387145,4.1101477597444225e-06,0.012520704925275135,0.02364273048751804,0.0,0.0
594,-0.24841252145069914,-0.7585649414679332,0.9949874288159034,-0.1338296671685408,0.23738117514185073,-0.3937943393695454,1.7023888023762639,-0.6666852139227506,1.756760269221465,-0.5879835347518602,1.6848859335456998,-0.9643816088065252,1.9625797009826627,-0.8618421623876322,2.005330085658922,0,5,0,0,100,5,0.31284470769997913,0.313765297751799,0.3128447046033943,0.31376529408639087,1.4818598538637162,0.17493759781681967,-0.6928195104609143,0.818361511688595,2.129891061782837,0.6963728961146978,1.8716673366725437e-10,3.4443734565010027e-09,-0.06730293816217454,0.12376558505998693,-1.79118754863739,0.11962675372494731,1,0.9999999974362679,7.07521143848895e-09,0.2418395477482303,0.41877575313941184,0.9999999948725357,1.415042293478726e-08,2.0,0.0,0.08949327522701063,0.10638131089376339,0.0,0.0
595,-0.512747266605877,-0.053949224993678026,0.9994998734511436,0.16107125342132617,0.20468051442937268,0.1870123772693881,0.05184740000828986,0.7059744835621831,0.04299408955102381,0.7060299450678444,0.04285006909768103,0.13330948302116244,0.07903564070808859,-0.007584791538178226,0.01267411946515667,0,10,0,0,1000,10,0.020451902677855974,0.017034273091511266,0.020451902695054563,0.017034273120806086,1.721209043264389,0.0467009718665041,-1.1969485425374358,0.04131060242762808,1.7008790373802185,0.05442880410133373,-6.411573849618437e-11,1.264760385039889e-09,0.01867202493303921,0.02432378783999837,-1.7593567967414856,0.02209371552891555,0,1.000000000193355,1.4237758286687569e-09,-0.03843262257881401,0.04939490577085796,1.0000000003867107,2.8475517011535996e-09,3.169907546387145,4.1101477597444225e-06,0.008141265253841562,0.0014429411866017877,0.0,0.0
596,-0.880477040645633,-0.41037721430838,0.9979979950491576,-0.06391520347260399,0.2749335285088421,0.30946594645186665,0.12917974223311665,0.24953321235421694,0.14559647326568892,0.2530588940013185,0.13548965055926232,-0.0073819085018757115,0.10390642153351358,-0.06903505600251816,0.11996365136064559,0,5,0,0,250,5,0.3102901680054178,0.3288247305135919,0.3102901691372075,0.3288247316905081,1.6326588660478591,0.11677940075470991,-1.0110327120277876,0.3213606608533724,1.9889352798461915,0.49383234722446123,7.341615855693816e-10,2.9461267903249108e-09,-0.04139880397124216,0.10704836689270933,-1.8338369607925415,0.29084328144367005,0,1.0000000010634684,2.839187465701712e-09,0.07513778507073014,0.2792854305025873,1.0000000021269373,5.678374975709224e-09,2.5848699190400284,0.0,0.06496608168035647,0.07007113400026446,0.0,0.0
597,-0.6534332983416102,-0.5767444449811426,0.998999498032834,-0.06392813429546441,0.26065249936829954,0.31396600416512105,0.12163267960362166,0.23172147705233984,0.09040488143898034,0.2323497587487707,0.08991339449528277,0.31396600416512105,0.12163267960362166,-0.059347595276584474,0.051631658043257166,0,5,0,0,500,5,0.29466770601277836,0.3332719031846537,0.294667706203115,0.3332719036336184,1.6665396630764007,0.1590730843751398,-0.9358469286402153,0.48398665349758285,2.140193223953247,0.5975084234806877,-3.9451988413929934e-10,1.9062698190589016e-09,-0.038353369393735195,0.06394944915140063,-1.8793424129486085,0.24932641764403582,1,0.999999999858263,2.118594823225217e-09,0.13327493069372687,0.2970326252171835,0.999999999716526,4.237189646450435e-09,2.8073203201603487,0.0,0.05440147119622503,0.06708303901288118,0.0,0.0
598,-0.5510617999737568,0.047545214833826836,0.9994998731434911,0.05902887878699246,0.15759736852996642,0.24421612863688774,0.05469791908799328,0.686215800447619,0.0771630824424185,0.6864216239960258,0.07622140814689095,-0.01042466369498558,0.016937975985412412,-0.012884959091368576,0.01919111951135424,0,25,0,0,1000,25,0.02606050299101669,0.020276636262073575,0.0260605029900301,0.020276636264419702,1.7262254863977433,0.03629616924650879,-1.2004501184755598,0.03425629900802513,1.7278329467773437,0.02994392796443183,3.0091003281995655e-10,8.529226536676641e-10,-0.0011970467672654194,0.029435811140057302,-1.7302991151809692,0.04111083318474989,0,0.9999999999644088,1.1404106792126017e-09,-0.00023546333751427493,0.04098502406054184,0.9999999999288175,2.280821395332474e-09,3.1699088461299887,5.3061779413139575e-06,0.007930625005947019,0.0013915086862991586,0.0,0.0
599,-0.7927928109866813,-0.4739322523023944,0.9994998746855756,-0.07457488667878309,0.2864666799763515,0.3746734996523572,0.08467857081610455,0.2975603152418656,0.04331010632264892,0.29753057785373804,0.043162333382809635,0.05747336257096042,0.05951871844615205,0.01983919613878211,0.034832270650155685,0,5,0,0,1000,5,0.27660849375226165,0.3354142043303778,0.27660849378498714,0.33541420440488295,1.5926917165517807,0.17136622850747268,-0.8264030659272337,0.5969013441805736,2.1919549226760866,0.7703471112539484,4.3632462620735165e-11,8.088301278112142e-10,-0.04045669715851545,0.08423564608606285,-1.9433404445648192,0.28954440750776805,1,0.9999999997705382,6.019115790554994e-10,0.13065506433335455,0.30259949364048977,0.9999999995410767,1.2038231004773904e-09,3.1699088461299887,5.812626705187956e-06,0.0386789517497782,0.05009901989056112,0.0,0.0
600,-0.626750168127364,0.01958335485188335,0.9949874351968135,0.036994139142057195,0.1512639706862754,0.07193102936705176,0.20842092813465465,0.14639446832926917,0.5909594042221411,0.3989331277652474,0.27243736604711316,-0.24051375362901015,0.309849459504581,-0.20303378296640595,0.1308476020745788,0,50,0,0,100,50,0.079227154004658,0.059251854058868084,0.07922715407936934,0.05925185414906543,1.7023982340097428,0.09548634983384496,-1.220463479999045,0.10227876739453037,1.6884568953514099,0.10605096427933097,-6.521004252135754e-10,2.973547487414421e-09,-0.0009675206919200718,0.08974331339267688,-1.6914679574966431,0.09728703723991432,0,1.0000000003640759,3.93411698414651e-09,0.009849218295128118,0.12628814456825851,1.000000000728152,7.868233994638761e-09,2.0,0.0,0.03004438950872744,0.015978905231692604,0.0,0.0
601,-0.6252234777830217,-0.28270517244684323,0.9979979995104298,0.028840338603034053,0.28668581288211514,0.2176622244803291,0.23114152115431025,0.21084844748064463,0.21505246921115145,0.21674001416644698,0.20093863212336677,-0.06551017343633121,0.166102412797543,-0.06551017343633121,0.166102412797543,0,5,0,0,250,5,0.14911272804800962,0.28667230267215726,0.14911272756150737,0.2866723015171739,1.650821915268898,0.13611847096602217,-1.0713483093994638,0.24026898060056684,1.7892959594726563,0.278535421925506,-1.5506520867347716e-09,1.0746082386398184e-09,0.019488493353128432,0.07282359230798108,-1.8756328582763673,0.23610214757936054,0,0.9999999995313779,3.4517492858839023e-09,-0.07955120248238408,0.10104314182919627,0.9999999990627559,6.903498662656248e-09,2.5848699190400284,0.0,0.04580629215601213,0.0652334058326016,0.0,0.0
