,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda
1020,0.009632739934469734,0.0036233281213220885,3.5849565906921574,1.0831206646577665e-06,0.032,0.824919754379694,,0.0,0.0033651136408543534,0.004300796812978521,0.46899559358928117,0.1072004660586881,0.08336768162785502,0.5524602909321534,0.924339635475869,6.4915886963027,13.013808974544819,16.881391957108917,0.5,0.5656854249492381,,,14.867512788700406,,,31.25,2.9604338868412015,2.053828095119354,4.026170376076234,0.030345686656239587,-0.05149002464009636,0.25343786610241525,38.0,6.052631578947368,1.8001106335528025,0.02631578947368421,0.10314293552812953,738.8571428571428,943.9137572793296,0.5,0.03721614637823934,2.129817974948038,2.1821022597983717,1.4923377787069119,6.893724966794252,3.903638263015221,0.05308473869050943,0.7394593812839443,0.04568851879230351,0.7425866671537112,-6.756514519453049,3.373929094441789,0.027781808205204463,0.03034540296786961,37,0.578125,0.0185,3.7,2.6267851073127395,1.3703703703703705,0.8835308600308088,64.0,0.0,0.0,2.0,0.000496031746031746,1.0,2000.0,28.0,64.0,61.0,128.03971419760126,,0.6804926011658546,13.650239486247301,7.023282506146211,2.129817974948038,2.152662833121765,1.3737240029443771,1.2638997422644203,-0.004279232438889951,0.16445839374176469,1.5839566129540248e-06,1.479719587363699e-07,0.0462514587249001,0.7426381846682103,5.1466666666666665,2.141566320781662,0.10256321785455415,0.11793957057557032,0.12299547697368421,0.08560873514728774,6.4915886963027,9.755558176224595,0.015625,0.05901262622650123,0.3195073988341454
1021,0.08877810838567161,0.09171506810388738,3.991805723674792,0.2582621097543107,0.0018271514708569341,0.6665114228292995,,0.0,0.01552356847498568,0.009901546972160212,0.47630848422266575,0.2899245800908687,0.26863351621489806,342370.5068447628,1276507.4927766393,2871748.8745084903,8430332.520513365,4.28265710898947,0.5,0.5624037673131813,81.47383813907068,121.60449443080282,2588.5031261427225,29.90939812634489,42.5356773604225,547.3,194.62850000560283,305.1357306386082,4.356896225205621,0.2975570144919063,651.9928961699752,1478.2079361122765,149.0,9.93288590604027,3.2934505636600937,0.006711409395973154,0.05581865356922799,105332.03481485833,304507.2362280449,0.5,0.014237049285635203,0.7993296744329892,89.17423868949473,134.3333790070862,23320.6,45399.41965904165,253.32758631515526,407.8823023805241,78.63769997358322,115.55992317285434,2.512100000027567,3.125169024737416,0.1112179826918375,0.05911934190667808,148,14.8,0.027041841768682625,8.222222222222221,5.578905179919797,14.8,5.573747990954262,10.0,0.0,0.0,2.0,0.2888888888888889,1.0,5473.0,0.0,10.0,10.0,34.891729260503475,,0.4442374767619373,23318.087899999973,45397.00730730967,0.7993296744329892,840.2336192987079,1551.256243432215,,14.70338893346516,19.90134662453856,0.0018631511620153674,0.002709256658765574,101.36292843274738,152.28863588269715,8.969696969696969,3.528229435340472,0.055577186728689845,0.07348204078441482,0.03627562042850776,0.059365316223275885,2871748.87450849,7346136.517014859,0.10000000000000002,0.16123663652446088,0.5557625232380627
1022,0.03538433716897522,0.056147776060286834,1.5379008051218492,0.3169834378955998,0.12,0.8459816543469962,,0.0,0.027537616437937708,0.027962639041060434,0.46899559358928117,0.1721473682893496,0.15861344453160758,1.0744490332945413,1.0887482357619005,6.141880871685843,23.76036799255328,12.308212333822091,0.5,0.5656854249492381,,,27.045291950109664,0.0,0.0,8.333333333333334,4.491666666666666,1.9852840751729424,1.9687921167188125,0.31704854832451623,-0.8309617817639957,1.8626715535469442,18.0,5.0,1.1881770515720091,0.05555555555555555,0.15547544622571427,131.60000000000002,48.84144816468416,0.5,0.15713484026367727,2.5172251113135853,1.0717962499999998,1.4974875971526596,5.866666666666666,0.4914896378930144,3.0262708333333332,1.1379328297782645,3.30625,2.428682016837967,0.0,0.0,0.03810428199231782,0.035642068533880494,17,0.07083333333333333,0.0085,2.8333333333333335,1.9407902170679516,1.0,0.0,240.0,0.0,0.0,2.0,0.04926778242677824,1.0,2000.0,0.0,240.0,46.0,39.36031450302369,,0.7156849594916807,5.866666666666666,0.4914896378930144,2.5172251113135853,2.4461201420314316,0.3987979290545712,,-0.03631580571346851,0.963339798339871,0.1462000841690686,0.013985842742795903,3.1365937500000003,1.6815828781779198,4.171428571428572,1.5432150222966392,0.1968662169895448,0.12164640947760813,0.16493055555555555,0.09635209655963853,6.141880871685843,1.7348716186541544,0.004166666666666667,0.029266711826013505,0.28431504050831935
1023,0.5,0.0,0.0,0.0,0.05124450951683748,,,0.0,0.500000005551115,0.0,0.5701880886675915,,,,,,,-264567441.58765885,0.5,0.5166124213939783,,,,,,19.514285714285716,,,0.5701880908227625,1.1264315173862113e-16,,,,,,,,,,,,,,-2.1551710416289893e-09,0.0,35.0,1.0,0.0,2.0,0.0,,683.0,34.0,35.0,1,-1.0,,,,,,,,,,,0.2796596145789694,0.06961150684197258,0.6849496002780674,0.8019687589890835,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,-5.7583348917066146e-08,2.838347975194701e-08,1.7287712379549451,0.6781316593688036,0.0125,0.3104511689709221,,0.0,0.030152892699081113,0.034254442092797294,0.7691928290130138,0.0,0.0,0.0,0.0,1.1528822055137844,0.8789813492105354,9.606843013124065,0.5,0.38890872965260115,,,0.9121705359476336,0.0,0.0,80.0,1.5,0.5,2.4178968869419912,0.6232007142196035,-1.5990311999999998,0.3713919974877516,59.0,7.288135593220339,2.0682396934527074,0.01694915254237288,0.03443217907954686,2302.0525252525254,2453.6527434285686,0.5,0.155803189075002,0.1066597913609137,1.18608,0.40602673187857957,2.6,1.51657508881031,1.3,0.758287544405155,1.3,0.758287544405155,0.0,0.0,0.08006718002596762,0.0919232575388567,58,11.6,0.145,5.2727272727272725,3.0361458822299396,11.6,5.504543577809154,5.0,2.0,0.0,2.0,0.0,1.0,400.0,0.0,5.0,0.0,20.591508997747454,,0.09637992831541203,2.6,1.51657508881031,0.1066597913609137,0.9905311614723569,0.46331714794782836,1.0230491772656143,0.0,0.0,0.3283208020050125,0.1569170510526168,1.3,0.758287544405155,6.358974358974359,2.3869672666577335,0.09596619934242508,0.09278999243594832,0.07966432733050847,0.08951646542860835,1.1528822055137842,0.8789813492105354,0.2,0.11038920658681713,0.903620071684588
1026,0.10086762495556054,0.19252601425336602,1.8869576971609188,0.47073932473805125,0.05161290322580645,0.48293109610951596,,0.0,0.03836681583193108,0.028374292214255154,0.900122143691371,0.23316550437779998,0.25443362040860834,1.0225537135675384,2.1202945840920937,6.776330121491412,13.273131802792843,10.465145611221274,0.5,0.260032816307311,0.53140931219277,1.5030525129487469,2.6652906227753146,0.39103796251802014,1.1060223799914521,19.375,3.375,3.1594529363709247,2.701068410421144,0.4886606872028081,-0.7041676562807891,0.9387368138772476,41.0,6.7560975609756095,1.8678930350113474,0.024390243902439025,0.029335768180477437,996.5015873015873,769.1822824003287,0.5,0.12072554800745933,0.3041591940710024,2.409225,2.2327075592204184,6.875,5.866064633612068,3.3556451612903224,3.3685618605679957,3.25,3.453776401067595,0.125,0.3535533905932738,0.08601143043114595,0.05811033403616574,40,5.0,0.25806451612903225,4.444444444444445,2.2973414586817036,5.0,2.878491668515698,8.0,0.0,0.0,2.0,0.10714285714285714,1.0,155.0,0.0,8.0,1.0,20.938452688232758,,0.23322244358953853,6.75,5.800246300189083,0.3041591940710024,2.0453143424609066,1.7214676004635845,,0.38416474517352983,0.6210533252208995,0.17823000412286127,0.10144119107542258,3.2916666666666665,3.5251974055968467,5.851851851851852,2.180086644557454,0.11010550028585403,0.07615646381050564,0.09679878048780488,0.11188700246561813,6.776330121491412,11.538213781548555,0.125,0.11371457689724039,0.7667775564104614
1037,0.0692699536066169,0.16337616646886619,1.8335607133711704,1.312557496614777,0.003068829460762823,,,0.0,0.06625556396840412,0.12945848912808386,0.8083116159412277,,,,,,,14.036523728538667,0.5,0.35618837859857216,,,,,,325.85714285714283,,,2.584286018657874,1.2974674533245136,,,,,,,,,,,,,,0.05758631065452418,0.05110836811552065,14.0,1.0,0.0,2.0,0.0,,4562.0,1.0,14.0,8,30.84021849170363,,,,,,,,,,,0.10214260592636137,0.13199050698330853,12733.798836481268,47610.520317281764,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038,0.00562543444610323,0.011452869679734043,1.5033153818472356,1.0270542575495327,0.27970011534025374,0.8402218824528201,,0.0,0.00921526387711775,0.017267186992306654,0.9997982272095377,0.05435761292193634,0.09048633298459716,370.7172537975528,796.008204230288,7066.272016784573,27737.65196892176,72.66160345558298,0.5,0.011825891957560494,,,675.3904298763283,0.0,0.0,3.575257731958763,101.5688144329897,109.50745326730231,2.489353959122531,1.0252375041305504,18.607420210668778,39.2943074490582,205.0,10.502439024390243,3.842007734735024,0.004878048780487805,0.01940617023238843,664712.597059631,2522517.8826298383,0.5,0.031043712344775286,2.401046025575185,27.21029536082474,53.173146868615376,254.95567010309279,0.21572307295069698,53.99496159288458,42.784533517263945,19.905670103092785,40.2602360092892,0.0,0.0,0.0137596499342421,0.025763577382641244,204,0.21030927835051547,0.058823529411764705,9.714285714285714,7.714550260014236,1.152542372881356,0.4050908703626331,970.0,0.0,0.0,2.0,0.008890023725171024,1.0,3468.0,0.0,970.0,542.0,108.25535090148645,,0.7059728117525608,254.95567010309279,0.21572307295069698,2.401046025575185,77.24975255804337,33.164463588438345,,2.9317402122035303,3.266873601519435,0.006630142518695308,0.0053832375643518,35.493932281608686,43.953356463708296,9.530562347188264,4.054732157524719,0.049005320438668676,0.07481101821092631,0.029695803944657487,0.04505121261110171,7066.272016784575,4631.426495991909,0.0010309278350515462,0.008843551938673451,0.2940271882474393
1039,0.012127361719485273,0.05273518057224077,0.3383103742770119,0.25144301704453353,0.3823598959564909,0.731098331516292,,0.0,0.0030013636653484464,0.006497051104291435,0.219991095221991,0.050080822015636905,0.07846224361857815,0.0033565762389487605,0.007494718886039472,0.06576205412932212,0.33627706628502707,169.25445891653652,0.5,0.6572799141272921,,,2.5667741705633143,0.0,0.0,2.6153370439084727,0.08719851576994433,0.28221302044499436,0.5570017040651689,0.2515667184654105,33.983725016661815,54.42595615933394,181.0,17.25414364640884,8.107030348292767,0.0055248618784530384,0.03514604355181801,1780997451.7471242,6484795848.717753,0.5,0.035160005694358704,1.1482497269479917,0.0,0.0,1.0,0.0,0.09081359924179909,0.12973200828331424,0.027829313543599257,0.16453444839756615,0.0,0.0,0.0012997654338339998,0.0021415127987500617,180,0.11131725417439703,0.042563253724284704,5.454545454545454,2.2651008406209683,1.0588235294117647,0.23598922733765246,1617.0,1617.0,0.0,2.0,0.005793181358952222,1.0,4229.0,0.0,1617.0,1476.0,259.2857142300488,,0.534504770345906,1.0,0.0,1.1482497269479917,0.23065438860279416,0.11210878556353739,,4.95717652947966,3.377742674610225,0.49988174077578046,5.552832405494203e-17,0.03751568298915398,0.1384689426075246,16.304709141274238,8.173208603327065,0.02564395112838092,0.07618671466227915,0.02302078674650283,0.06881233973441452,0.06576205412932214,0.0635297914595743,0.0006184291898577613,0.0027327360018074985,0.46549522965409396
1040,0.0019468295647755958,0.009550346035978537,0.9921169947671648,1.7160487295954787,0.007502605071205279,0.8249288085443613,,0.0,0.02055816210047278,0.06525481481754478,0.333564012148065,,,73.6860091833869,867.9169133288023,5153.913255831388,18007.98010286942,23.731649344844858,0.5,0.6200631399039799,40.66578416392598,161.29330783262265,589.9515191909073,38.97320619946337,157.35852495012858,133.28703703703704,38.601851851851855,99.07666622838657,1.3116253461686442,1.7037318445392187,776.7112336762885,2505.5901814755935,106.0,10.632075471698114,4.74758178384004,0.009433962264150943,0.08037515593997714,566959.8947669462,1649183.243826661,0.5,0.06670818690439126,2.129964310866438,26.906444444444443,66.30940702545558,180.58333333333334,379.06069656750617,84.19905895822879,204.2765364207369,80.53703703703704,202.52224642661074,7.814814814814815,45.20031183172316,0.0140556607465854,0.029659685933331886,105,0.9722222222222222,0.007294199374782911,5.0,3.22490309931942,2.3863636363636362,1.9555039687175757,108.0,87.0,0.0,2.0,0.0031152647975077885,1.0,14395.0,5.0,108.0,101.0,69.58487058377413,,0.6805075391664196,172.7685185185185,364.4870062035719,2.129964310866438,28.35224154276884,66.26249660138834,,14.904738660769715,23.691867916176214,0.4129039190790359,0.20128425192353103,82.00836946127556,203.8242460577964,9.687203791469194,4.888935734919823,0.04566101398274771,0.07746477827586878,0.04531074919790592,0.07593584368244083,5153.913255831388,15567.9418219212,0.009259259259259259,0.05094443160441293,0.3194924608335804
