,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,attr_to_inst,can_cor.mean,can_cor.sd,cat_to_num,class_conc.mean,class_conc.sd,class_ent,cor.mean,cor.sd,cov.mean,cov.sd,eigenvalues.mean,eigenvalues.sd,eq_num_attr,freq_class.mean,freq_class.sd,g_mean.mean,g_mean.sd,gravity,h_mean.mean,h_mean.sd,inst_to_attr,iq_range.mean,iq_range.sd,joint_ent.mean,joint_ent.sd,kurtosis.mean,kurtosis.sd,leaves,leaves_branch.mean,leaves_branch.sd,leaves_corrob.mean,leaves_corrob.sd,leaves_homo.mean,leaves_homo.sd,leaves_per_class.mean,leaves_per_class.sd,lh_trace,mad.mean,mad.sd,max.mean,max.sd,mean.mean,mean.sd,median.mean,median.sd,min.mean,min.sd,mut_inf.mean,mut_inf.sd,nodes,nodes_per_attr,nodes_per_inst,nodes_per_level.mean,nodes_per_level.sd,nodes_repeated.mean,nodes_repeated.sd,nr_attr,nr_bin,nr_cat,nr_class,nr_cor_attr,nr_disc,nr_inst,nr_norm,nr_num,nr_outliers,ns_ratio,num_to_cat,p_trace,range.mean,range.sd,roy_root,sd.mean,sd.sd,sd_ratio,skewness.mean,skewness.sd,sparsity.mean,sparsity.sd,t_mean.mean,t_mean.sd,tree_depth.mean,tree_depth.sd,tree_imbalance.mean,tree_imbalance.sd,tree_shape.mean,tree_shape.sd,var.mean,var.sd,var_importance.mean,var_importance.sd,w_lambda
45020,0.14882557479010808,0.10650761666780427,3.4865903606745405,1.0687540461767686,0.0015069318866787222,0.38092050760361573,,0.0,0.009931203394729856,0.013919534351474217,1.0,0.2524192219963753,0.2515247019721861,448151734.3734383,1128788861.0062644,2197965051.465131,6630382726.903591,29.324995442166532,0.5,0.0,,,50636.96672064916,,,663.6,25711.8,41786.92994302355,4.452489758614017,1.098704769350177,121.56478543028682,279.57821938287964,2689.0,17.467460022313126,6.131113407777573,0.0003718854592785422,0.0006733464695557365,79790418741.92119,604789322866.4731,0.5,0.006048142791852208,0.1697280461158251,15127.041930000001,27504.579158033543,396476.7,340710.21401773463,22489.897291289937,37024.880243684725,12320.375,26828.09283630785,-30903.0,78122.09412802097,0.03410060206052397,0.0360253170946389,2688.0,134.4,0.20253164556962025,72.64864864864865,67.32599638913479,134.4,87.14017745171161,20.0,0.0,0.0,2.0,0.15263157894736842,1.0,13272.0,0.0,20.0,20.0,101.24424643548267,,0.14510043311299628,427379.7,365837.19845021947,0.1697280461158251,30927.144476588717,36149.93318752422,1.0668171166303841,5.5492248552404835,6.755619674417236,0.03027015921170386,0.0440757245291361,14226.755788548471,29119.988887405547,16.470894550864795,6.287087801816904,0.027321563976396783,0.05397192157615501,0.00307116476098759,0.010104401669295824,2197965051.465133,3820472780.5962,0.05000000000000001,0.03741902493608115,0.8548995668870037
45021,0.002869226309959179,0.011871936525718324,5.212317262885502,0.1782332850346123,0.0009378256339006599,0.5165633171006647,,0.0,0.001173436316884409,0.002950611783340105,1.0,0.05257408283049055,0.14648938803067704,12.64801216285169,139.37569256811327,464.56834670585766,1451.3385926496514,41.894945363934,0.5,0.0,,,48.63976850543061,,,1066.2962962962963,16.639388234018245,25.555715973554864,6.188448034955662,0.1862989016765601,18.97020676738264,46.37803836862774,6570.0,17.861643835616437,5.575281360972513,0.00015220700152207003,0.0006436627589095246,286653939713.8042,4359929526869.8125,0.5,0.0027982916759284825,0.3639544016717593,12.16770467606575,18.643549347564992,69.83620223568545,81.8498383792849,24.786496939702232,41.72111125005091,23.72580520156771,40.028438347836335,-17.66031171879203,35.92034292831771,0.023869227929841568,0.032812182940798705,6569.0,121.64814814814815,0.11408475164987843,164.225,178.00151072536664,121.64814814814815,28.999777102206114,54.0,0.0,0.0,2.0,0.03214535290006988,1.0,57580.0,0.0,54.0,39.0,217.36974694807813,,0.2668376605740419,87.49651395447748,84.33446054141709,0.3639544016717593,12.11557143841152,17.993808617073313,,-0.21928713964212904,2.670878787633512,8.651072020488086e-05,0.00030474542235963537,24.011361475703147,40.46773187819106,16.86307938199254,5.749507248262537,0.02605289568901337,0.049801027069139414,0.0015062641382164006,0.004600259818937563,464.568346705858,1024.4494781687001,0.018518518518518517,0.020385367136544055,0.7331623394259581
45022,0.0077962752254837975,0.009016317764981161,2.658646576129597,1.8199375597108343,9.846673231115487e-05,0.2246985565747415,,0.0,0.006152616393503333,0.0075172605435492885,1.0,0.12661308822587874,0.12413154325802984,4.173004785470342,9.982225857933594,67.13324724824659,146.18179428517274,93.21587515616014,0.5,0.0,8.428650374388909,12.55807696929586,1.721701269878392,5.134380798142801,6.134273139700774,10155.714285714286,6.285714285714286,9.357960705807038,3.6479187897056136,1.8256096761809142,218.1525453476867,505.0253203810628,30313.0,23.69861115692937,5.977790864636233,3.298914657077821e-05,3.1815551955366727e-05,8874281934788.375,96203872977903.23,0.5,0.08745235782233252,0.05317417575358228,4.4478,7.058587858771752,53.0,42.731721238442994,10.29977091413299,15.52861241941804,10.142857142857142,15.92093560304138,0.5714285714285714,0.5345224838248488,0.010727786423983547,0.010334602735098678,30312.0,4330.285714285715,0.4263890842593895,704.9302325581396,700.6071650921906,4330.285714285715,4547.544051986952,7.0,0.0,0.0,2.0,0.0,1.0,71090.0,0.0,7.0,7.0,246.8280673248491,,0.05048944132677231,52.42857142857143,42.649177963383785,0.05317417575358228,5.159640713035662,6.874827085394229,,5.478208406973062,9.088825769331791,0.03866693119220257,0.02458781243890218,10.168163762902825,16.010723394064765,22.69901855670103,6.141982910352568,0.02378191317814566,0.042725153109939976,0.0003146263488240657,0.0026298841312890754,67.13324724824669,143.46748868877486,0.14285714285714288,0.12806009673140992,0.9495105586732276
45026,0.0956415170669544,0.04636172630307183,3.2321829380735996,1.0062331074269049,0.0022,0.4765821211910089,,0.0,0.008525768514780964,0.008775116540657102,1.0,0.3866208107982014,0.22097609910324273,92.65200491057765,245.3290247911797,891.9980234487084,2822.4275853847926,26.229457000103743,0.5,0.0,,,50.28166798585742,,,454.54545454545456,21.954545454545453,32.21871280087792,4.194057863658371,0.9984524715418583,9.677690204170554,21.398610503428234,1767.0,14.69269949066214,4.24851821636492,0.0005659309564233164,0.001674393966458666,470945619.61750597,4010066005.8926115,0.5,0.005202257020614072,0.29387952765501435,15.095563636363636,23.957101458003866,146.6818181818182,197.07634159275543,29.345436363636363,44.381772911212366,29.136363636363637,44.77700882685801,-9.0,0.0,0.03812507441522883,0.03601771395348019,1766.0,80.27272727272727,0.1766,58.86666666666667,59.465280124034436,80.27272727272727,43.18639756989388,22.0,0.0,0.0,2.0,0.3246753246753247,1.0,10000.0,0.0,22.0,22.0,83.77840339067046,,0.2271305182389215,155.6818181818182,197.07634159275543,0.29387952765501435,18.74744413055686,23.796448278850228,,-0.3208430810076021,2.0044451712566254,0.028522391360054043,0.024759618852096637,29.13925,44.65648753785854,13.697141239739597,4.469981071914435,0.03470483543771381,0.05876204705708789,0.004694845666555476,0.01197546014075512,891.9980234487088,2541.4314015907394,0.04545454545454545,0.04624359254332488,0.7728694817610785
45028,0.012879715798001585,0.027976676898550414,4.739821650897195,0.04015574537676929,0.0003877096055054764,0.6382224733684939,,0.0,0.0046124180830791894,0.004619106083258457,1.0,0.13245652053377416,0.22746021636527158,207.15099172453603,803.571757383436,160252.48810328956,453153.28475721047,10.481404313783436,0.5,0.0,,,2.809320731968987,,,2579.25,121.1633884832263,330.1076019428372,5.644414588058776,0.09552145764026991,1654.4091400586706,3681.3384494280635,2005.0,13.58852867830424,2.9644884375567537,0.0004987531172069825,0.0021138492027171045,11918062.94915389,49992386.91164452,0.5,0.010932823050764545,0.6872736932390361,84.20104254160523,229.31531287935013,4636.993653893471,12551.473305763679,172.94595650281028,508.34734007208226,140.42510724067688,417.11694525634994,-10.679787829518318,47.23931037491409,0.09540706283841782,0.10048607787086845,2004.0,250.5,0.09712125617912183,87.1304347826087,88.8631759032984,250.5,30.645437786771087,8.0,0.0,0.0,2.0,0.07142857142857142,1.0,20634.0,0.0,8.0,5.0,48.67998709827799,,0.40732792551259794,4647.673441722989,12545.644023480047,0.6872736932390361,145.51210578022892,398.6817064486305,1.1369802271852913,19.554993719850003,33.6061357223874,0.0027123277974874203,0.006673133606443888,145.7535775022792,432.2807903716423,12.59216762284859,3.2765190921337735,0.04804010297983403,0.05938709309150034,0.004371858416055504,0.010451152775456718,160252.4881032895,453147.4096439474,0.125,0.1081483673661953,0.5926720744874021
45035,0.057672267633834706,0.15412791823565758,3.2017322997142297,1.3959017437943686,0.0005321705692508411,0.2987246153833665,,0.0,0.018319750698745266,0.08949020872650802,1.0,0.026437585119448496,0.08001261769748388,1505.315697704383,23635.23823602451,699782.6836241755,3796744.6646755333,90.54061275980469,0.5,0.0,,,1083.4670548002027,,,1879.0967741935483,68.9758064516129,294.0743128505015,4.190687532404636,1.3904606548226177,330.05624647084966,731.4997478005339,11010.0,17.84677565849228,4.496529384347825,9.08265213442325e-05,0.00014888143976060373,14155387210.011694,124402803444.78471,0.5,0.0038534429492455085,0.09797975613863649,26.782451612903227,106.88777288050576,15437.677419354839,66766.22307943195,76.42758714639176,305.23158418412953,20.161290322580644,72.0851796021871,-0.06451612903225806,0.35921060405354993,0.011044767309592893,0.017578606221908905,11009.0,355.1290322580645,0.18898921925427453,323.79411764705884,339.9117335883185,355.1290322580645,175.9982465699557,31.0,0.0,0.0,2.0,0.0064516129032258064,1.0,58252.0,0.0,31.0,25.0,288.886804308985,,0.08923639583594023,15437.741935483871,66766.21992143818,0.09797975613863649,212.26410183984223,822.5271155717463,,7.264654302144513,12.754107102604387,0.060274321468699536,0.08624830308377007,31.276426103264196,123.43629989856423,16.847631590898768,4.711977749069272,0.03152080163334922,0.05250603701301127,0.0009678158034751535,0.003038427524523569,699782.6836241754,3794459.076872227,0.03225806451612903,0.02177051462228662,0.9107636041640598
45036,0.11074477324353252,0.09987301849274129,3.3669313835591206,1.1772030995324185,0.0015822784810126582,0.38224918381925704,,0.0,0.009613544122043514,0.013644955859868994,1.0,0.23127127427517546,0.24808861307699637,405470643.08228546,1081491292.8621457,2093300049.0258873,6480272090.538243,30.68536317071273,0.5,0.0,,,50636.96672068018,,,632.0,24487.47619047619,41113.4829826166,4.334342556291975,1.1999702293933043,115.68788711907845,273.8267304786048,2663.0,16.88133683815246,5.2100327434094895,0.00037551633496057073,0.0006808222407015665,4041364217.0856295,29701724414.48374,0.5,0.01035567572898057,0.17111712051791758,14406.706600000001,27010.615018323388,377596.90476190473,343168.555482711,21418.978138723847,36419.55372686801,11733.738095238095,26286.617070107677,-29431.428571428572,76442.03348457666,0.03258882726714598,0.035790040817587396,2662.0,126.76190476190476,0.2005726341169379,80.66666666666667,71.18798470715875,126.76190476190476,84.25016603064043,21.0,1.0,0.0,2.0,0.1380952380952381,1.0,13272.0,0.0,21.0,20.0,102.31551227538189,,0.14611443853048817,407028.3333333333,368568.5195599773,0.17111712051791758,29454.44668692337,35875.094430018304,1.0636128610245799,5.26652956967916,6.710791789361009,0.052636452766578176,0.11113419299733514,13549.322582573963,28551.92280534161,15.884694835680751,5.393027795530414,0.03111547183974216,0.05644938345153337,0.0031050969289606657,0.010127024016562102,2093300049.0258873,3754498857.552149,0.04761904761904763,0.036844175379668054,0.8538855614695119
45037,0.04966927354390957,0.06568249782203442,3.1490939114376215,1.528788656568312,0.0002824858757062147,0.29505770340643067,,0.0,0.015767126958624082,0.030450774640149992,1.0,0.15040415478596691,0.22073351123407733,26461459102.622345,81547617551.67928,5.300389507948418e+19,1.4023512489807428e+20,14.46192656626328,0.5,0.0,37285993.99204488,98649404.460932,2291756633.640537,16989158.5246474,44949053.0945847,3540.0,74745608.74251297,197758070.43756366,4.079946830969602,1.5020201943490494,1759.956204302625,2270.3879555210374,3549.0,18.3279797125951,5.23054271734443,0.0002817695125387433,0.00114348037812191,188607753667.9553,4917432773818.161,0.5,0.002590134729621044,0.09536109447289876,31250810.10209996,82681821.79939985,220644156178.33612,583769552223.3843,263927111.85219902,698285082.0474269,28571451.785714287,75592884.36532798,4285714.714285715,11338934.00129459,0.06914708046801978,0.06409392145895808,3548.0,506.85714285714283,0.14317998385794997,86.53658536585365,94.09784736139707,506.85714285714283,479.0022367976405,7.0,0.0,0.0,2.0,0.14285714285714285,1.0,24780.0,0.0,7.0,5.0,44.54196489747768,,0.08705904833947721,220639870463.62183,583758213289.383,0.09536109447289876,2751724324.206066,7280377259.70065,,25.819415932934525,29.2565914972121,0.0050119605463799025,0.007481868541364517,37702818.11981612,99752171.49165158,17.330703113991827,5.413520692121513,0.024049672421373323,0.04748412959055249,0.0022261084620677227,0.009810808076551953,5.300389507948421e+19,1.4023512489807436e+20,0.14285714285714282,0.13688455711820827,0.9129409516605228
45038,0.031092500369645365,0.10898030910634372,2.693812218070126,2.0334602436466716,0.0002863227214974678,0.4312917088486905,,0.0,0.008188660246418901,0.026943787294517584,1.0,0.0700860154228739,0.14930998010512908,3249062.997301949,69703494.52799246,706043123.7716453,3013818751.4866605,76.51861152293584,0.5,0.0,,,7483.134506402539,,,3492.5625,10596.539180072956,42838.65396716119,3.6807435021055106,2.0347886679974883,62.3570850085044,108.93110385157097,17182.0,21.993830753113723,6.280056515200257,5.820044232336166e-05,0.00035408091104560755,621517458610821.8,2.078511931906439e+16,0.5,0.0033746220496622572,0.22852015151729332,7819.968326804047,31606.300011280342,57415.653758917004,229242.27844564687,23312.946129599048,93165.71999296463,22851.846556961536,91620.04772629125,3167.425130993128,16066.301787229975,0.013068715964615459,0.0287838073652634,17181.0,536.90625,0.15372845868899984,330.40384615384613,402.4722745104598,536.90625,478.2356255111747,32.0,3.0,0.0,2.0,0.03225806451612903,1.0,111762.0,0.0,32.0,26.0,205.12677063024606,,0.1860125381216236,54248.228627923876,220389.9616859923,0.22852015151729332,6668.35639236232,26132.68667438856,1.053624663816448,4.711620124058761,5.609019857422527,0.08912280454199588,0.1399238536360594,23132.41461901138,92893.52116918389,20.994499898146262,6.436130897890076,0.019135508026028047,0.03615578170243524,0.0005075004168064593,0.004282360823153014,706043123.7716447,2987909745.8742113,0.03125,0.030812990180846753,0.8139874618783765
45039,0.08888319758958264,0.24417230531814163,1.308630811903052,1.127224468480318,0.0022150624244865083,0.3803706752428583,,0.0,0.012658934224500477,0.006198482666261553,1.0,0.17683973810179068,0.2265234975675554,0.4501050597325569,1.2248074916373268,14.779975874765567,41.1253208412435,56.72836440058595,0.5,0.0,2.96110435344027,9.820872105449299,5.316054182739759,2.821579860499967,9.358121713301722,451.45454545454544,2.4545454545454546,5.027198750072178,2.291002946009748,1.113094035402686,14.917536460449446,50.20351619181949,1384.0,12.63078034682081,2.614040840067293,0.000722543352601156,0.0008075720394053456,2772948.158471319,9165224.129774287,0.5,0.12568516486408282,0.16915559512400685,1.2130363636363635,3.16722933911415,12.636363636363637,25.02907400313774,3.799893823454033,10.172973656318971,3.3636363636363638,9.189915421512074,1.6363636363636365,5.427204202399745,0.017627865893303826,0.020266707027273036,1383.0,125.72727272727273,0.2784937575513492,65.85714285714286,68.16251588247438,125.72727272727273,175.85396834253748,11.0,8.0,0.0,2.0,0.10909090909090909,1.0,4966.0,0.0,11.0,6.0,73.23648556347099,,0.14468185058470795,11.0,20.332240407785857,0.16915559512400685,1.8895572844461297,3.511481746772773,,1.312409092446481,3.169794687203569,0.3766173080748882,0.2121166448216411,3.429255643685174,9.5042186963817,11.635706541380557,2.9608674659660954,0.05397014980884778,0.05813975348378377,0.00607724685889448,0.013319479404590183,14.779975874765581,40.90063346029603,0.09090909090909091,0.1371125177234893,0.855318149415292
