,freq_class.nanmean,freq_class.nansd,nr_class,class_conc.nanmean,class_conc.nansd,eq_num_attr.nanmean,eq_num_attr.nansd,joint_ent.nanmean,joint_ent.nansd,best_node.nanmean,best_node.nansd,linear_discr.nanmean,linear_discr.nansd,naive_bayes.nanmean,naive_bayes.nansd,random_node.nanmean,random_node.nansd,worst_node.nanmean,worst_node.nansd,num_to_cat,nr_attr,nr_bin,nr_cat,nr_inst,nr_num,cor.nanmean,cor.nansd,cov.nanmean,cov.nansd,iq_range.nanmean,iq_range.nansd,kurtosis.nanmean,kurtosis.nansd,max.nanmean,max.nansd,mean.nanmean,mean.nansd,median.nanmean,median.nansd,min.nanmean,min.nansd,nr_outliers,sd.nanmean,sd.nansd,skewness.nanmean,skewness.nansd,var.nanmean,var.nansd,attr_ent.nanmean,attr_ent.nansd,attr_conc.nanmean,attr_conc.nansd,missing.nanmean,missing.nansd,eq_num_attr
725,0.5,0.0963134765625,2.0,0.00012393360456512545,4.72637684353583e-06,1.1494097457215575,1.1494097457215575,1.1494097457215575,0.0,0.8032249322493226,0.01134971140509881,0.9086905506417702,0.007801468680267812,0.9062518240567021,0.005580425567592325,0.7517064236576432,0.012939738128427834,0.599121176926055,0.0005619651530289115,0.0,8.0,0.0,0.0,8192.0,8.0,0.008528735206590119,0.006482214251617152,0.008914024768809231,0.01677296716070976,1.491432371083647,1.4216513671634372,0.6948981079106576,3.4339869208302747,8.796525072306395,13.150188451134731,1.6544252106022426,2.3802434350045836,1.4807318559178384,2.4155629928637534,0.38000912441611945,1.8839863447353005,2.0,1.0827400497926531,1.272777532973474,0.46923642451262404,0.9873477016007981,2.5897933328117846,4.3079107336472,4.031650382752771,0.8210264355925259,0.0020838947744854716,0.000707712127278815,0.0,0.0,13.72664301701978
726,0.5,0.09999999999999998,2.0,0.010100968421597053,0.0,1.0000327283647246,1.0000327283647246,1.0000327283647246,0.0,0.82,0.14832396974191325,0.56,0.11401754250991378,0.74,0.13416407864998742,0.6,0.18708286933869708,0.62,0.19235384061671346,0.0,5.0,0.0,0.0,100.0,5.0,0.31284469231266304,0.31376531484537956,0.3128447099989128,0.31376533429992776,1.481859664618969,0.1749373809241544,-0.6928194114763986,0.818361445215317,2.129891204833984,0.6963730791761523,-1.0600284440442918e-08,3.617121647101304e-08,-0.0673031995378551,0.12376548159369966,-1.791187620162964,0.11962680338694381,1.0,1.0000000287850572,2.56150690824237e-08,0.24183959430655033,0.4187757406665696,1.0000000575701153,5.123013992253582e-08,2.0,0.0,0.08949327522701063,0.10638131089376339,0.0,0.0,9.534318002345008
727,0.5,0.0008830455259026815,2.0,0.04458605165612688,0.10756681779962518,25.049685164212246,25.049685164212246,25.049685164212246,0.0,0.8029828764872861,0.006284699384423989,0.8320743860277489,0.007658286302193267,0.8054357446437722,0.006371682125019081,0.5312498510637836,0.005112011426488889,0.4986747745737536,0.009120603364461587,0.0,10.0,1.0,0.0,40768.0,10.0,0.004075959937289977,0.002588757004864273,0.0028103248566490892,0.0017371010527994833,2.0,0.0,-1.5503368772438157,0.15797664181239215,1.0,0.0,0.0020064756671899528,0.003915331725206537,0.1,0.31622776601683794,-1.0,0.0,0.0,0.8349423976267195,0.057999328503973324,-0.0038206586683283902,0.007423358043115109,0.7001563372508756,0.10535635968913826,1.526439183722315,0.18498848263193085,5.624947842749776e-05,6.0421615987634317e-05,0.0,0.0,25.049685164212246
728,0.5,0.260365251727542,2.0,0.008168971701337027,0.010388880038977071,7.215828024471217,7.215828024471217,7.215828024471217,0.0,0.9935838958827464,0.0022064365078781466,0.944720549778021,0.010549137673815758,0.9486675180928055,0.005627984741011596,0.7596253724989357,0.001207705285755485,0.7537018792191205,0.0010691749486351537,0.0,7.0,5.0,0.0,4052.0,7.0,0.056602725082585625,0.06794045122069202,0.09293034574929061,0.22758480557691474,2.7142857142857144,6.317021600783229,17.00918039201662,30.397097477972714,286.2857142857143,750.3947215267696,281.9487730926527,745.3962218881987,282.0,745.6610042997645,279.0,738.1646157870208,4.0,1.7577933429537833,3.5723926434863027,2.7459525656682273,3.2475571036326647,14.028685321591258,36.60596018485261,1.0558062451952848,1.2941353967303653,0.008881275431617545,0.01698611134999716,0.0,0.0,7.766898055476503
729,0.5,0.11363636363636365,2.0,0.030463895603028448,0.010193826518143424,1.2356426871788566,1.2356426871788566,1.2356426871788566,0.0,0.63,0.1396424004376894,0.95,0.11180339887498948,0.76,0.1781852968120546,0.78,0.14404860290887933,0.36,0.30290262461721923,0.0,3.0,0.0,0.0,44.0,3.0,0.4446575003908029,0.3550884997486792,28.77844433241734,19.082226006282514,19.03560249010722,12.321984545984648,-1.0939102392882323,0.587610322622074,52.28091049194336,42.29117486196529,35.015776907630034,35.087133361364984,34.784071604410805,35.465052589008316,17.789663662513096,27.931072166536673,0.0,10.86698438671862,5.94523192506112,0.2756908900786312,0.509198673199978,141.65520475636356,118.67848221594922,1.5803488643738282,0.006690219863851069,0.14746273281876635,0.08029829946975302,0.0,0.0,6.938400354671199
730,0.5,0.02400000000000002,2.0,0.004016024164929415,2.015566539819965e-18,1.0000828909558674,1.0000828909558674,1.0000828909558674,0.0,0.736,0.06693280212272601,0.6639999999999999,0.08294576541331086,0.672,0.07155417527999328,0.688,0.09549869109050657,0.56,0.06324555320336758,0.0,5.0,0.0,0.0,250.0,5.0,0.149112735157073,0.2866723121502013,0.14911274127584057,0.28667232485555655,1.650821802020073,0.13611870324004555,-1.0713483146576792,0.24026895807231086,1.7892960071563722,0.278535623325656,8.649704977869987e-09,2.1093649620073666e-08,0.019488600827753545,0.07282358840452685,-1.8756331920623779,0.23610204124909115,0.0,1.000000026430571,1.864872815488106e-08,-0.07955118738593085,0.10104311211141116,1.0000000528611426,3.729745703513279e-08,2.5848699190400284,0.0,0.04580629215601213,0.0652334058326016,0.0,0.0,7.5196164563818595
731,0.5,0.010416666666666657,2.0,0.009434678594967274,0.003446465884181454,1.8211329915043357,1.8211329915043357,1.8211329915043357,0.0,0.6266666666666667,0.20617025207217982,0.711111111111111,0.10743933114340953,0.6622222222222223,0.16529061574790324,0.6888888888888889,0.17069212773041353,0.5799999999999998,0.09242948596926853,0.0,4.0,0.0,0.0,96.0,4.0,0.15973795692992718,0.21093357746721036,1.257430481725613,1.6496331313710075,7.795537495054305,6.593181236444633,0.13150950458796845,1.8442518753116153,70.26342476904392,90.34678875319196,60.930061715635624,86.88161875670889,60.967100009322166,87.56536617166722,48.03234998136759,75.18240543259165,1.0,4.741660653808545,3.8253056070279756,-0.13246193840316195,0.7128298731335388,33.45806799624583,34.23274240465819,1.9774441910208742,0.034818965591848244,0.05974917847431765,0.04831863412937952,0.0,0.0,13.176454400895949
732,0.5,0.032,2.0,0.004016024092499576,8.673617379884035e-19,1.0000829985467863,1.0000829985467863,1.0000829985467863,0.0,0.6960000000000001,0.09633275663033836,0.7200000000000001,0.1019803902718557,0.6960000000000001,0.1252198067399882,0.496,0.021908902300206666,0.544,0.08763560920082655,0.0,50.0,0.0,0.0,250.0,50.0,0.04922890292508242,0.03764552540632823,0.04922890599664891,0.037645527781908925,1.7171026432514191,0.07745712729071368,-1.1947649214838467,0.0783332858844817,1.73470529794693,0.08064471885823601,5.3949572611600165e-09,2.0692662612004002e-08,-0.010477390074520372,0.057404997726106126,-1.7252845168113708,0.07953586466477544,0.0,1.0000000310913464,2.253363777044696e-08,0.003324663495994829,0.09358155026283652,1.0000000621826943,4.506727720695102e-08,2.5848699190400284,0.0,0.019401195719654356,0.0055773927952354856,0.0,0.0,45.599304889987735
733,0.5,0.2320574162679426,2.0,0.05429143984052903,0.024584530432579653,1.7412355021737955,1.7412355021737955,1.7412355021737955,0.0,0.9423809523809524,0.021054943780413445,0.9228571428571429,0.027021449445925882,0.9228571428571428,0.027021449445925882,0.8661904761904762,0.06991248173281232,0.8752380952380954,0.05370617973284451,0.0,6.0,0.0,0.0,209.0,6.0,0.4605266369119509,0.14387837409194743,2438105.064993561,8870300.432334501,2577.1666666666665,4788.050351308627,12.708597831871247,6.297153810830091,16330.666666666666,26541.308081303505,2486.0215311004786,4697.558068250028,1688.0,3191.117923236307,24.166666666666668,31.549432113219826,6.0,2656.502062487842,4696.489072357555,3.063655485429159,0.7085353747109456,25437844.546980437,55233102.95802125,2.1751203989810723,0.18818869536631408,0.15990381517355823,0.038718888309229524,0.0,0.0,2.2919263998417785
734,0.5,0.07614545454545454,2.0,0.007240095200349947,0.009582536481864891,10.145980074439464,10.145980074439464,10.145980074439464,0.0,0.7824,0.010418039028055291,0.8756363636363635,0.005116817192534635,0.7243636363636364,0.005930729611018218,0.5780363636363636,0.000796687356371168,0.5722181818181818,0.0003252462512727286,0.0,40.0,0.0,0.0,13750.0,40.0,0.22539841093934357,0.3502777297716997,0.8571529503220768,10.157901295714394,9.80180000124965,53.186738932692585,916.3960729233011,2080.5826738252017,28.497474999437692,154.69296895921937,-0.850400505364053,3.1076334557321896,-1.1077749992226018,4.1869929332214255,-29.32430000170134,154.46287815433394,39.0,7.591278589289115,41.199128348871795,-4.556913369421531,16.9911815908604,1712.5614829093404,10703.45373834726,2.6002487467896698,1.76742215093323,0.10609102315911255,0.2463704674168696,0.0,0.0,10.686003923231096
