,freq_class.nanmean,freq_class.nansd,nr_class,class_conc.nanmean,class_conc.nansd,eq_num_attr.nanmean,eq_num_attr.nansd,joint_ent.nanmean,joint_ent.nansd,best_node.nanmean,best_node.nansd,linear_discr.nanmean,linear_discr.nansd,naive_bayes.nanmean,naive_bayes.nansd,random_node.nanmean,random_node.nansd,worst_node.nanmean,worst_node.nansd,num_to_cat,nr_attr,nr_bin,nr_cat,nr_inst,nr_num,cor.nanmean,cor.nansd,cov.nanmean,cov.nansd,iq_range.nanmean,iq_range.nansd,kurtosis.nanmean,kurtosis.nansd,max.nanmean,max.nansd,mean.nanmean,mean.nansd,median.nanmean,median.nansd,min.nanmean,min.nansd,nr_outliers,sd.nanmean,sd.nansd,skewness.nanmean,skewness.nansd,var.nanmean,var.nansd,attr_ent.nanmean,attr_ent.nansd,attr_conc.nanmean,attr_conc.nansd,missing.nanmean,missing.nansd,eq_num_attr
40478,0.2,0.21277635091852684,5.0,0.042465302618042884,0.06446910374972159,19.03447484486401,19.03447484486401,19.03447484486401,0.0,0.6571428571428571,0.03312006605534181,0.6978571428571428,0.017053337694733346,0.22428571428571428,0.023609276972912013,0.5692857142857143,0.001956151991089872,0.5678571428571428,0.0,0.0,26.0,20.0,0.0,2800.0,26.0,0.06143276251052933,0.1239283890782662,4.0442400770366325,48.06588568686574,3.7262500002980232,9.992015794027655,151.78323478981673,543.2695643908163,68.87384616411649,161.64616674529637,10.94447805032409,30.83843101847821,10.793187615963129,30.626028762459462,0.20634615396221095,0.5653875798042145,25.0,4.276697242780457,9.991461562358875,5.977632878512747,10.791354813512323,114.27985483726638,304.0976589601609,1.065749464775205,1.4794626986830048,0.03239277511711108,0.11284287256317654,0.0,0.0,32.00871733863008
41825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40496,0.1,0.011313708498984762,10.0,0.5681657119102904,0.07496437222479084,7.848075615368265,7.848075615368265,7.848075615368265,0.0,0.21200000000000002,0.01788854381999832,0.74,0.03741657386773945,0.46799999999999997,0.09121403400793106,0.2,0.014142135623730954,0.252,0.010954451150103333,0.0,7.0,7.0,0.0,500.0,7.0,0.16609306124554818,0.1120850416236146,0.03559786239144958,0.025312118804108746,0.8571428571428571,0.37796447300922725,-1.125711597259018,0.890515374085885,1.0,0.0,0.6565714285714286,0.1350393240786514,0.8571428571428571,0.37796447300922725,0.0,0.0,1.0,0.4572941952931062,0.036746855579844355,-0.7220590526428595,0.6437015236147848,0.2102754079587747,0.032360661767231985,0.8785894823665015,0.10123629349066146,0.03955166472358566,0.043906423431920256,0.0,0.0,7.848075615368265
40497,0.3333333333333333,0.41829980007220874,3.0,0.0019084723736695255,0.002322568357385703,9.05875138600849,9.05875138600849,9.05875138600849,0.0,0.958641741400362,0.005179020267567131,0.9427378496344014,0.0029752570492206994,0.11134408375787685,0.014500894139274748,0.9305418719211822,0.0011015113189653874,0.9289503599848429,0.0011679450555075464,0.0,21.0,15.0,0.0,3772.0,21.0,0.052241347165630884,0.09001595939855106,0.0007697921835534899,0.0016378574688447908,0.06660952389661577,0.2241971051740962,229.54392552663614,812.8627817582685,0.8499952359568506,0.28431081930496116,0.07630860248424187,0.12194700483468424,0.041652381991124934,0.12003933808865368,0.0015952380656796908,0.004559657327515346,19.0,0.13812035968347058,0.1147150883530846,8.316896168260639,12.868273366150744,0.03161013994562082,0.04925524809394992,1.2549564033724792,1.6763721069866984,0.008174276090005804,0.017548776918359432,0.0,0.0,14.31370528669122
40498,0.14285714285714285,0.16110878733278816,7.0,0.0029542242722523284,0.0014737299077342534,8.32354681631459,8.32354681631459,8.32354681631459,0.0,0.4708092316681274,0.012769322918444423,0.5157205458870665,0.012858521679383427,0.447947915362464,0.016590281356610385,0.4516147072325863,0.005061892079146788,0.45202287049789236,0.008587550276952639,0.0,11.0,0.0,0.0,4898.0,11.0,0.17826624900145438,0.1892977016891714,10.838007671001924,60.888098381875984,8.516216067089276,18.12221595053972,7.053676207677899,10.81821533966934,75.65863478454676,147.95550844550255,18.432687071173884,41.06446309458562,17.78788542645899,39.779938554412524,2.492373638193716,3.2232976457987985,10.0,6.105775283990261,13.089141412168825,1.299623878013604,1.2965615802725796,193.03105809836168,541.8855861601256,3.9733241316799823,0.022444422266601732,0.014633848638978883,0.01727251430833603,0.0,0.0,22.746153192767682
40499,0.09090909090909091,0.0,11.0,0.00379863708153097,0.0006223217072775416,1.9807468151560017,1.9807468151560017,1.9807468151560017,0.0,0.19672727272727272,0.0015212000482437737,0.9945454545454545,0.004264014327112189,0.7792727272727273,0.018299618385579856,0.18618181818181817,0.0027574092523823816,0.18254545454545454,0.017085105397576007,0.0,40.0,0.0,0.0,5500.0,40.0,0.7428268123111564,0.15539521187564373,0.040277537261612185,0.01637639022994506,0.31258750669658186,0.09777243868839448,1.194429747317431,3.557935652311676,0.40990000041201713,0.21385338653934816,-0.6055166227150836,0.2072039859136621,-0.5960750032216311,0.23637093321160635,-1.167100003361702,0.13892238534583587,36.0,0.23320130175558101,0.05553283637400131,0.2851580308927059,0.9440081971400944,0.05738964565834559,0.027963647597101154,4.087278297895429,0.00013333998050829102,0.08759648680925816,0.12003037368932462,0.0,0.0,3.002905144603989
42477,0.5,0.2788,2.0,0.006147843699884774,0.00958296774352979,3.658046480422721,3.658046480422721,3.658046480422721,0.0,0.8191333333333333,0.004592264026478558,0.8128,0.006526016310804655,0.4073333333333333,0.012478871031556584,0.7785333333333333,0.00018257418583503528,0.7864,0.003328329577697748,0.0,23.0,1.0,0.0,30000.0,23.0,0.2010834742877002,0.23413933945354243,336717823.80990744,985029828.4256353,23664.771739130436,43560.52595076718,145.10920947337638,359.18779007204256,540136.3478260869,555408.9718889879,20392.903740579713,37485.93772604101,11667.239130434782,29251.001928010766,-42328.17391304348,87061.7441295399,21.0,27588.775249476963,35622.59973947431,5.285822917874434,7.55377759609861,1974937540.1302178,3789461304.7050643,3.390439971681238,1.4866753454288313,0.07252060756080726,0.08611394562479177,0.0,0.0,34.57820006978533
41826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40536,0.5,0.33528288374313675,2.0,0.003969737845694138,0.008598656249340654,21.617979716038224,21.617979716038224,21.617979716038224,0.0,0.8340892436049877,8.862583122261084e-05,0.8534252629718024,0.004890167399615041,0.7639045003892183,0.0063252311053564065,0.8367153973590188,0.0004469547315612755,0.831702038477002,8.990102303873424e-05,0.0,120.0,3.0,0.0,8378.0,120.0,0.044728866031687624,0.06459869256655475,0.03160693817699509,0.07875011201177179,1.35,1.1172757424851587,-0.31921297176858876,2.370488121810379,2.8666666666666667,5.117158462903341,0.9580468687833215,1.4611391687110784,0.7666666666666667,1.4656133865621097,0.016666666666666666,0.12909944487358058,7.0,0.8612712492966946,0.8522263974458422,0.5308461115576717,0.7930316604669514,1.4559731668268823,5.2556564772609695,0.7013823567324903,0.7741845161931409,0.29246521352537186,0.24650818703815458,0.018274051086178085,0.07428850064300731,139.27218078505055
41710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,0.5,0.026000000000000023,2.0,0.002003967907523623,3.878959614448864e-19,1.0001708550887467,1.0001708550887467,1.0001708550887467,0.0,0.672,0.055856960175075764,0.6920000000000001,0.07155417527999328,0.62,0.024494897427831803,0.664,0.0384707681233427,0.552,0.010954451150103333,0.0,5.0,0.0,0.0,500.0,5.0,0.5546863957629881,0.2907131943777341,0.5546864289201892,0.29071321024514224,1.500006166100502,0.2542582267132596,-0.27626354943315345,1.2181014848071146,2.7797467947006225,1.1092139437036956,-2.990965731441975e-09,1.9239651208788235e-08,-0.09770509768277406,0.1514914600020715,-1.809225821495056,0.29657077060379194,2.0,1.00000003216803,1.3837193574739802e-08,0.4187791712804425,0.6121631465808418,1.0000000643360607,2.767438816088981e-08,2.8073203201603487,0.0,0.10851331056028417,0.08754363232046786,0.0,0.0,8.389040362052892
