,nr_cat,nr_num,num_to_cat_ratio,cor_mean,cor_sd,cov_mean,cov_sd,iqr_mean,iqr_sd,kurtosis_mean,kurtosis_sd,max_mean,max_sd,mean_mean,mean_sd,median_mean,median_sd,min_mean,min_sd,missing_mean,missing_sd,best_node_mean,nr_bin,outliers,sd_mean,sd_sd,nr_feat,nr_inst,attr_to_inst_ratio,skewness_mean,skewness_sd,variance_mean,variance_sd,attr_conc_mean,attr_conc_sd,class_conc_mean,class_conc_sd,attr_ent_mean,attr_ent_sd,eq_num_attr,joint_ent_mean,joint_ent_sd,random_node_mean,naive_bayes_mean,worst_node_mean,linear_discr_mean,majority_class_size,minority_class_size
1024,2,32,16.0,0.3736845408205669,0.36084327993768706,720.0155714771763,21712.262139416795,46.27812498854473,242.69369855709112,4.762950460364421,16.63011993812581,98.16470592688111,470.76389478101123,44.56148746960304,235.72984919314348,43.96176471166751,235.83096266040846,0.32647059266181555,0.43407022629638814,0.7163595051754607,0.3912303407386965,0.7639465570400821,4,3,30.20206731657187,144.36922052830556,34,2796,0.012160228898426323,1.1924854000409444,1.4348588156184334,21754.635182510316,116978.1451773526,0.060664893029442946,0.038915792556409104,0.014789483325112873,0.013721845668016142,4.3037964363817425,1.271971988620262,1.9191258086959164,4.687097486984323,0.8886887552982079,0.7639465570400821,0.5357040082219939,0.7639465570400821,0.7088591983556012,0.7567954220314735,0.24320457796852646
45060,12,5,0.4166666666666667,0.0648441656446394,0.2756848002589228,36207.06455562068,498947.5611222565,0.010505368933081627,0.014187025661595343,6.005630179363139,15.3965107637903,877.3037489950657,2314.1821490467846,336.57862952077653,1060.5702731155009,282.6193099335548,1047.8914062153049,0.0,0.0,0.0,0.0,0.8736386789871393,1,5,262.79274909724205,710.9335778588168,17,12330,0.00137875101378751,1.2470377541201956,1.9350451181803956,574486.5949228903,1979198.8634962887,0.13073523415793223,0.2355035850598517,0.0050846649173786505,0.003850495550799917,3.7033514650351016,3.1921194713092134,7.122998323465855,4.237673851817886,3.045423564557349,0.8736386789871393,0.7915647561514659,0.8468779599654802,0.879806194615757,0.8452554744525548,0.15474452554744525
13,9,0,0.0,0.06317295876453181,0.38106170148834834,0.09644347398089834,0.5670673901742053,,,0.5975763756367896,3.4389162719597386,3.888888888888889,3.177855476905576,1.645902630355623,1.4641015071031571,1.6666666666666667,1.6329931618554518,0.1111111111111111,0.31426968052735443,0.003496503496503497,0.008721812090382147,,2,0,0.8977722459369235,0.5164896803475616,9,286,0.03146853146853147,0.09723535966542032,1.2250845467041875,1.0727565719021692,1.2770311731252957,0.04562783735437147,0.09375584650108047,0.02700975686850274,0.02799907353225564,1.5285459888009891,0.6811809163602977,15.684564574129654,2.3504219835998206,0.6948800590639378,,,,,0.7027972027972028,0.2972027972027972
1039,0,1617,0.0,0.024432922245145046,0.09316925927186688,0.0017050805966569227,0.0083460957012498,0.08719851576994433,0.2821257425643096,34.0428755739125,54.499277669683735,1.0,0.0,0.09081359901161658,0.12969188626351588,0.027829313543599257,0.16448356407644898,0.0,0.0,0.0,0.0,0.9650004471072163,1617,1476,0.23065438828371745,0.1120741141898127,1617,4229,0.3823598959564909,4.960694619703833,3.37909449482521,0.06576205407067426,0.06351014410554977,,,,,,,,,,0.9654721452204239,0.553925601359206,0.9654721452204239,0.8770365733702942,0.9647670844171199,0.035232915582880116
15,0,9,0.0,0.6459130876324003,0.1755869330149464,5.044471986337818,2.2110738482898364,3.111111111111111,1.3698697784375504,1.6841149375153084,3.967542933456425,10.0,0.0,3.13570409350925,0.7059330700819947,1.6666666666666667,1.0540925533894596,1.0,0.0,0.002543315848036878,0.007193583531384365,0.9338655462184875,0,5,2.7510805394914417,0.5272431576472597,9,699,0.012875536480686695,1.4774887429343329,0.7973552774371077,7.84642948044671,2.813405213346429,,,,,,,,,,0.8940336134453781,0.9626890756302521,0.7932773109243698,0.9627731092436974,0.6552217453505007,0.3447782546494993
1042,0,784,0.0,0.027478306452880328,0.12042871317351575,123.38133068070039,787.7644278466018,62.77646683673469,99.14143318188714,337.5251149566778,846.502089104514,196.30612244897958,101.623445407018,33.46168053879124,42.491081479265716,12.182397959183673,32.70443779355714,0.0,0.0,0.0,0.0,0.7295229552853632,30,430,49.106473300154605,44.45912546088888,784,3468,0.22606689734717417,9.162195528106798,15.648569814024304,4388.059545057825,4987.594686971199,,,,,,,,,,0.5380838482492859,0.6869211348083184,0.5040329546209555,0.8021925453458243,0.5083621683967705,0.49163783160322955
1046,0,5,0.0,0.2960133871530324,0.40796267878301073,42656482893.44102,99420570243.0258,328466.4,406735.90613890975,9.975479033589362,21.818513298420505,786937.0,957097.97522051,221598.56257895232,281484.7191541003,142656.6,194983.48593621975,0.6,0.48989794855663565,0.0,0.0,0.934767727698319,1,2,220055.54187467694,269647.98538200604,5,15545,0.000321646831778707,1.4714719265699387,2.2693760725584426,121134480278.89908,150483278214.1781,,,,,,,,,,0.934767727698319,0.675116376016119,0.6764025501814703,0.8086746864381826,0.671405596654873,0.3285944033451271
1048,0,8,0.0,0.36754424080691683,0.38675239626837404,6512.0103119568885,29639.21926434319,41.75,57.03891215652697,38.73039776319638,37.052421262466574,876.875,1697.7332267983095,60.00237264484167,81.8602746479517,25.5,32.12864765283469,0.375,0.9921567416492215,0.0,0.0,0.5543859649122808,0,7,105.35189694166183,163.65985439386333,8,369,0.02168021680216802,4.402478635311127,3.303580050472819,37883.57191747427,75815.96185975161,,,,,,,,,,0.5157894736842106,0.5216374269005847,0.537719298245614,0.6078947368421053,0.5528455284552846,0.44715447154471544
25,19,7,0.3684210526315789,0.05294864227260515,0.24256619893929715,3.710696193161057,47.49057482450457,18.55000012261527,18.509437629750344,16.492218198111424,71.21179683758866,23.630769216097317,42.94771210351833,9.658879779306098,17.523971947071775,8.34999994131235,15.502660950052853,3.1461539030648193,8.74357943291444,0.2014005016722408,0.2068052848600528,0.6625730994152047,3,0,4.563788199367432,8.089212995943772,26,368,0.07065217391304347,1.4695185780381927,3.872670152367804,86.2635302403494,213.4087989537076,0.07710888632511648,0.11579254189084297,0.05426531122957281,0.08105354977831888,1.7474640777249177,1.0247643944939704,2.9324881995988443,2.373729626927981,0.8919548076234934,0.6248538011695908,0.5710526315789475,0.6198830409356725,0.6456140350877193,0.6304347826086957,0.3695652173913043
1050,0,37,0.0,0.3431958836737669,0.3966291556576639,106424599.92334504,3476382967.903922,356.1205283821233,1859.1565080590135,238.9540505377022,269.17910082489993,367116.38613144774,2067270.4747199065,1008.1458043093617,5520.436844548028,105.65810599399579,514.7270233855522,0.29891891888267286,0.5118846142551896,0.0,0.0,0.8975657254138267,0,34,10334.503205578472,58062.6149678111,37,1563,0.023672424824056303,10.324325063593081,8.28322534409312,3478069163.9562144,20800893570.937984,,,,,,,,,,0.8975657254138267,0.5139078221356702,0.8975657254138267,0.8744888023369036,0.8976327575175944,0.10236724248240563
