,kurtosis_targ,skewness_targ,std_targ,corr_targ.nanmean,corr_targ.nansd,best_node_regr.mean,best_node_regr.sd,linear.mean,linear.sd,bayesian_ridge.mean,bayesian_ridge.sd,random_node_regr.mean,random_node_regr.sd,worst_node_regr.mean,worst_node_regr.sd,num_to_cat,nr_attr,nr_bin,nr_cat,nr_inst,nr_num,cor.nanmean,cor.nansd,cov.nanmean,cov.nansd,iq_range.nanmean,iq_range.nansd,kurtosis.nanmean,kurtosis.nansd,max.nanmean,max.nansd,mean.nanmean,mean.nansd,median.nanmean,median.nansd,min.nanmean,min.nansd,nr_outliers,sd.nanmean,sd.nansd,skewness.nanmean,skewness.nansd,var.nanmean,var.nansd,attr_ent.nanmean,attr_ent.nansd,attr_conc.nanmean,attr_conc.nansd,missing.nanmean,missing.nansd
3843,0.2278287577683073,0.9770119042585678,1.0482428994998567,0.0034059429075505,0.0712281891245565,0.0352603581432389,0.1228045275498624,-2.148631648234514,0.8295711022195941,0.4221332890875739,0.2171075444172646,-0.0347286064076165,0.0362561887335152,-0.0348800405639703,0.0396282834639059,0.0,1024.0,1024.0,0.0,1480.0,1024.0,0.0354411964878883,0.0434624561048681,0.001601611601278,0.0033331700161191,0.03125,0.1740776559556978,40.29328506394191,47.57946012807942,1.0,0.0,0.0583865603885135,0.1037359736646539,0.013671875,0.1161814813471391,0.0,0.0,992.0,0.1911342313992574,0.087932282903175,5.735015330820944,3.0634657698464056,0.0442568299235467,0.0459010349426172,0.2494280744876714,0.1899279382945372,0.0018502356435032,0.0075456706443087,0.0,0.0
3845,1.153263000647022,1.4237154011780166,0.8567889817813612,-0.0271676067033428,0.1384935482867166,-3.509884297878036,6.873781729775429,-151976704.30530292,356575111.7200021,-0.0636203994040603,1.098061935404749,-2.6008515543470327,3.93756834459397,-2.732179059199326,4.261363538270282,0.0,1024.0,959.0,0.0,162.0,1024.0,0.0624937319856642,0.083290061297161,0.0028352049489445,0.0066667463133148,0.0380859375,0.1914972861265706,43.420590286884696,46.66314537543201,0.9375,0.2421797398482414,0.0609206211419753,0.1086392299230143,0.01171875,0.1076695961517636,0.0009765625,0.03125,920.0,0.1848543568605911,0.1074270962112802,5.841882447961088,3.3221025783631477,0.0457004441520972,0.0516160857996029,0.2466864347719625,0.2160521272487121,0.0468800776915901,0.1378036687792355,0.0,0.0
3847,-0.8083549450986984,0.169219534166584,1.2209327223273512,0.0105591341776415,0.1023788691823809,0.091341831243836,0.1905342980218783,-10290.415243961968,22332.936061812557,0.4124054554941955,0.1943101804456404,-0.158325861753838,0.2073587413617415,-0.1649149584278346,0.2029699273591592,0.0,1024.0,1023.0,0.0,1649.0,1024.0,0.0410674964750064,0.066280520149396,0.0023112987854023,0.0077758721663638,0.0576171875,0.2331319881270571,84.12116074064096,157.2046510595024,0.9990234375,0.03125,0.060328347672832,0.1110501626543544,0.0087890625,0.0933827116143333,0.0,0.0,964.0,0.179964226267123,0.1096370430973709,7.418873784095367,5.57322352482882,0.0443956653991809,0.0559189525327361,0.2393341972797645,0.2315474662726487,0.002598500608955,0.0107922675165417,0.0,0.0
3848,0.3250316395410935,-0.7099019146891132,0.5320450944688013,-0.0353936760374865,0.2655423958663889,-11.310827721670568,30.30069792951889,-48.87432342727764,137.72650667047222,-37.63328078840207,110.0562777546163,-23.37742571741293,68.07188160184369,-23.37742571741293,68.07188160184369,0.0,1024.0,232.0,0.0,29.0,1024.0,0.1981311733926133,0.1992690896966934,0.0011459205175965,0.0081517586822684,0.0400390625,0.196146648605175,8.801418956989753,9.970742506457771,0.2392578125,0.4268388840991216,0.0612203663793103,0.1816110936052099,0.0478515625,0.2135563810704199,0.0126953125,0.1120106864468704,191.0,0.0712747133241506,0.142610017789409,2.4307248277235423,2.1461186076102408,0.025397840979064,0.059342969326221,0.1011754700745006,0.2355747680050407,0.4583333104328239,0.1387192278058036,0.0,0.0
3849,0.8432806887606921,0.9998436496818064,0.8436671588952609,0.0095335603664882,0.0733052137087336,0.0023967910275878,0.1563153862621963,-3932713.247542628,11798131.130858188,0.2922510003188875,0.1101705723972765,-0.0998953734829063,0.099738629002121,-0.0862981720246234,0.0986760934328354,0.0,1024.0,1024.0,0.0,1488.0,1024.0,0.0352022459666893,0.0427831486346155,0.0015943205096138,0.0032351852274811,0.029296875,0.1687197893018266,41.56285741586732,66.77538941879702,1.0,0.0,0.0586948189684139,0.1045747767398027,0.013671875,0.1161814813471391,0.0,0.0,994.0,0.1918170924881788,0.0869938759556979,5.708501127668998,3.3103837702566707,0.0443543408634238,0.0449539696128609,0.2505473847904255,0.1869162472042078,0.0030329837444092,0.0073207368916836,0.0,0.0
3850,-0.1767033993472546,0.7376653494261665,1.2553168277276028,0.0082270645659277,0.0781271320844765,-0.187769339359933,0.2046381361618885,-0.1794963440860311,0.4406518227734439,0.3690520787877467,0.1254017830417694,-0.1850175762531178,0.1827104772585415,-0.1786996557295806,0.1838941470139442,0.0,1024.0,1024.0,0.0,2615.0,1024.0,0.034519232473566,0.0441064113437963,0.0017250727236918,0.003632568377339,0.03125,0.1740776559556978,37.35129161393371,41.67347227008455,1.0,0.0,0.0629955634560229,0.1087470771463205,0.013671875,0.1161814813471391,0.0,0.0,992.0,0.1978776002202201,0.0899063676297658,5.506861602178397,3.003380074482235,0.0472308059032953,0.047362547097631,0.2636529977915381,0.195087186714606,0.0048104777651286,0.0125480025268887,0.0,0.0
3851,-0.3854484991167375,0.3297367129816421,1.0884026896578278,-0.007752964083003,0.0995955209548305,-0.1117756068719048,0.2830000885648634,-29862602.78225633,43045843.3537033,0.3753703497552695,0.2302134909415494,-0.2626117584126824,0.2691203043434661,-0.2579661805749678,0.2756982634401053,0.0,1024.0,1012.0,0.0,573.0,1024.0,0.0396708922852657,0.0642033989365886,0.0016212697203624,0.0047604924961564,0.0244140625,0.1544062776262067,94.40824702626428,125.61652175190254,0.98828125,0.1076695961517636,0.048245255235602,0.1003411013004274,0.0107421875,0.1031367091755883,0.0,0.0,987.0,0.160837408949959,0.1003144664092093,8.161744712530378,5.445980795579989,0.0359218371479088,0.0465643937201883,0.2015718287489839,0.2012255387569885,0.0056943588499512,0.0231504574573268,0.0,0.0
3852,5.378596762823339,1.997995834867745,0.5774106868343241,0.011241854090646,0.0625231615005654,0.0717959874352934,0.1287155352276276,-54723007.41550942,86810497.20796639,0.271044962516033,0.1704609126326766,-0.0131988930337402,0.0269084738287225,-0.0136343064370145,0.0231230574838311,0.0,1024.0,1024.0,0.0,929.0,1024.0,0.0382561785130522,0.0446818685765603,0.0016974209719176,0.0034154638715666,0.0283203125,0.1659673822831339,41.22612414516516,53.17176964427024,1.0,0.0,0.058454991926803,0.1040093901535847,0.0146484375,0.120199709336726,0.0,0.0,995.0,0.1912747758540188,0.0877482691192795,5.747776011479636,3.1866489356825185,0.0442782793157965,0.0454279630021907,0.2496310842793164,0.1885792942478481,0.0016951674311274,0.0032994437384783,0.0,0.0
3854,-0.9560702334136946,-0.3093441496984169,1.2608263108343714,0.0101731022893107,0.3754066006570538,-12.185536330254571,30.14566445984526,-6.543530666436944,15.208813375910918,-5.724241231824808,14.23273283081499,-6.441198890636718,10.30580562009196,-6.441198890636718,10.30580562009196,0.0,1024.0,263.0,0.0,21.0,1024.0,0.3542405553955577,0.2996241684383501,0.0036449196384932,0.0214355530709925,0.1005859375,0.3009266373925302,4.700220725741916,7.062402867909248,0.2646484375,0.441361389660436,0.0797991071428571,0.1945655573366567,0.0556640625,0.22938386690094,0.0078125,0.0880854246356091,160.0,0.0931203249901393,0.1695574360827751,1.500963866470404,2.057403249015474,0.0373930431547619,0.0768599753086364,0.1238043898181231,0.2721852718779985,0.3048862923249693,0.2412679849613973,0.0,0.0
3855,-0.3917562863893677,-0.4333051272590286,1.2383029413357634,0.0026916277425482,0.1128326990218095,-0.1076494090664768,0.3686642722700996,-86465997.28520986,132796910.17540064,0.3466067842641803,0.3161199461470936,-0.2463320013536512,0.3143610467337467,-0.2450063909853277,0.3153907289673723,0.0,1024.0,918.0,0.0,510.0,1024.0,0.0376217135951058,0.0747910947640904,0.0014388771390388,0.0060464485120672,0.0439453125,0.2050736246626027,141.01441891190177,160.33005290032267,0.8974609375,0.3035041333836137,0.0491766237745098,0.1203921311651266,0.02001953125,0.139260719534455,0.0009765625,0.03125,873.0,0.1362093371506938,0.1174822654920794,9.9101696520654,6.67645135081813,0.032341587635791,0.0531876973960877,0.1733662331571876,0.2274008702839824,0.0513098776750107,0.1416297303741851,0.0,0.0
